0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,SalePrice
1.434743273169643,1.7153754680055044,0.8741163265755276,1.865728808752778,1.7875701816001588,-0.7666110991259603,0.0,0.0,0.0,0.0,1.4842005877023898,2.4051483285434188,1.2104730390004197,1.9994853138110014,1.869754692659231,-0.7669013344923944,-0.5645599742050622,2.883272058823529,48.0,1774.0,2007.0,0.6018864943935747,0.10321201806278205,0.9825238716985213,5.0,9.0,2007.0,2007.0,314813
-0.7911660634785778,-0.5647932617305947,-0.7004614123223898,-0.3872618738079022,-0.7154098595109024,-0.7666110991259603,1.0,1.0,1.0,1.0,-0.803654753279548,-0.6590937212006232,-0.8153437019403414,-0.4019477669385312,-0.7331025097081639,-0.7669013344923944,-0.5645599742050622,2.0,0.0,894.0,1962.0,-1.216717626852802,-0.37288065550631627,-0.46335763275597097,5.0,5.0,1962.0,1962.0,109500
-0.1988640082331285,-0.5647932617305947,-0.7004614123223898,-0.4309621241161913,-0.5278203489351269,-0.7666110991259603,1.0,2.0,0.0,1.0,-0.19486921190238007,-0.6590937212006232,-0.8153437019403414,-0.4485272879013454,-0.5380275587812713,-0.7669013344923944,2.912241355680092,2.0,713.0,163.0,1921.0,-1.0804196734403326,0.2589188092222084,0.5005633702136906,7.0,5.0,1921.0,2006.0,163500
1.8312035198258712,0.24715253556490638,0.15972457466813922,1.2490697210691435,1.4150710105996904,-0.7666110991259603,1.0,3.0,2.0,0.0,1.891694135559688,0.43205292147514995,0.29135248061062985,1.342196518002401,1.4823915758186872,-0.7669013344923944,-0.5645599742050622,3.0,1218.0,350.0,2002.0,0.33123770118881407,0.25003997059066846,0.0,5.0,8.0,2002.0,2002.0,271000
1.7643307071368688,0.25812477606889966,0.4804718918510483,1.18351934560671,1.0184531882394794,-0.7666110991259603,1.0,1.0,2.0,0.0,1.8229602841138786,0.4467981463761739,0.7040188537652293,1.2723272365581795,1.0699473938589714,-0.7669013344923944,-0.5236564291475898,3.0,0.0,1541.0,2001.0,0.04306488540245032,0.29106955121431083,1.825954749296975,5.0,7.0,2001.0,2002.0,205000
-0.3517161515222767,-0.5647932617305947,0.9470134441170979,0.4066260067926823,0.1609011398930773,-0.7666110991259603,1.0,3.0,2.0,0.0,-0.3519751580642299,-0.6590937212006232,1.3042608510810103,0.444246863885927,0.17817618962174842,-0.7669013344923944,-0.5236564291475898,2.0,410.0,811.0,2004.0,-0.5800114730545524,-0.2887653421548855,-0.3669655324590048,5.0,7.0,2004.0,2005.0,185000
-0.16065097241084145,-0.010695116278935188,1.311499031824949,0.08372971284810203,0.4369257054545755,-0.7666110991259603,1.0,4.0,1.0,1.0,-0.15559272536191762,0.08554013630108685,1.7731999114839643,0.10007595899402198,0.46521504598560454,-0.7669013344923944,-0.5645599742050622,3.0,643.0,445.0,1965.0,-0.3794587701762046,-0.18053697230937785,0.6933475708076229,5.0,6.0,1965.0,1965.0,160000
0.04952072461173736,-0.5647932617305947,-0.058966777956571535,-0.8679646271990819,-1.2460201894252387,0.8879443806594021,1.0,2.0,0.0,0.0,0.06042795061062589,-0.6590937212006232,0.009989044368857492,-0.9143224975294876,-1.2848859423299457,0.8886629536176902,-0.5645599742050622,3.0,604.0,92.0,1999.0,-0.20032431711981635,-0.7493434134836088,-1.8369450619877385,5.0,7.0,1999.0,1999.0,155000
-0.8437089877342225,-0.5647932617305947,0.7720603620173293,-1.4360678812068395,-1.7015947151092647,0.2950620004029806,2.0,3.0,0.0,1.0,-0.857659922272684,-0.6590937212006232,1.0791701020875923,-1.5198562700460723,-1.7586393945809702,0.2954190837115765,-0.5645599742050622,2.0,462.0,0.0,1973.0,-1.0336889465560575,-0.8405617977402715,-1.8369450619877385,5.0,4.0,1973.0,1973.0,91000
-0.16065097241084145,-0.5647932617305947,-0.7004614123223898,-0.7732807515311222,-0.782406113287965,0.03538870982555564,1.0,2.0,0.0,1.0,-0.15559272536191762,-0.6590937212006232,-0.8153437019403414,-0.8134002021100567,-0.802772135039197,0.035587466272077116,-0.19642806868781054,3.0,375.0,360.0,2003.0,-0.5858528139150868,-0.4289575310739368,-0.46335763275597097,6.0,6.0,1941.0,1950.0,131000
